"manufacturer","model","series","loadCapacity","liftingSpeed","motorPower","classification","url","scrapedFrom","confidence","id","lastUpdated","createdDate","updateCount","images","videos","scrapedAt","createdAt","quietOperation","_enrichedFields","dutyCycle","weight","dimensions","voltageOptions","certifications","protectionClass","noiseLevel","brakeType","chainSpecification","operatingTemperature","applications","safetyFeatures","_pdfEnriched","_pdfEnrichedAt","liftingOverPeople","dynamicLifting","rawSpecifications","downloadedImages","pdfs","downloadedPDFs","features","llmEnriched","llmEnrichedAt","llmProvider","description","warranty","airConsumption","operatingPressure"
"Donati Sollevamenti","Donati Sollevamenti",,,,,"ISO 3834-2:2021","https://donaticranes.com/es/polipastos-electricos-de-cadena-serie-dmk","https://donaticranes.com/es/polipastos-electricos-de-cadena-serie-dmk",0.7,"donati-donati-sollevamenti","2026-01-19T10:50:08.808Z",,,"https://donaticranes.com/themes/custom/donaticranes/images/slides-home/COPERTINA_SITO_DONATI_1440X500_aiutami_a_scegliere2.jpg; https://donaticranes.com/themes/custom/donaticranes/images/slides-home/CATALOGO-PRODOTTI-slider.jpg; https://donaticranes.com/themes/custom/donaticranes/images/slides-home/CONFIGURATORI.jpg; https://donaticranes.com/themes/custom/donaticranes/images/slides-home/MANUALI.jpg; https://donaticranes.com/sites/default/files/donati_home_block/images/marchetto-girofabbrica%201_4.jpg; https://donaticranes.com/themes/custom/donaticranes/images/PRODOTTI-COPERTINA_SITO_DONATI_1440X377.gif; https://donaticranes.com/sites/default/files/donati_home_block2/paranchicatena_0.jpg; https://donaticranes.com/sites/default/files/donati_home_block2/Paranchi%20elettrici%20a%20fune_0.jpg; https://donaticranes.com/sites/default/files/donati_home_block2/gru%20a%20bandiera_0.jpg; https://donaticranes.com/sites/default/files/donati_home_block2/accessorigru_0.jpg","https://www.youtube.com/watch?v=aGWLVO7zbJE","2026-01-19T10:49:33.226Z","2026-01-15T20:08:37.610Z",,"[""classification"",""certifications""]",,,,,"[""DNV""]",,,,,,,,true,"2026-01-17T18:01:09.933Z",,,"{}","[{""url"":""https://donaticranes.com/themes/custom/donaticranes/images/slides-home/COPERTINA_SITO_DONATI_1440X500_aiutami_a_scegliere2.jpg"",""alt"":"""",""title"":"""",""localPath"":""chainhoist_data\\media\\images\\donati_donati-sollevamenti_0.jpg""},{""url"":""https://donaticranes.com/themes/custom/donaticranes/images/slides-home/CATALOGO-PRODOTTI-slider.jpg"",""alt"":"""",""title"":"""",""localPath"":""chainhoist_data\\media\\images\\donati_donati-sollevamenti_1.jpg""},{""url"":""https://donaticranes.com/themes/custom/donaticranes/images/slides-home/CONFIGURATORI.jpg"",""alt"":"""",""title"":"""",""localPath"":""chainhoist_data\\media\\images\\donati_donati-sollevamenti_2.jpg""}]","[{""url"":""https://donaticranes.com/sites/default/files/2025-02/3834_192674-2015-AQ-ITA-ACCREDIA_ENG-20221129.pdf"",""type"":""document"",""title"":""Certificate ISO 3834 - 2024-12-29""},{""url"":""https://donaticranes.com/sites/default/files/2025-02/Certificato%20-%20CSA_C_US.pdf"",""type"":""document"",""title"":""Certificate CSA-C-US""},{""url"":""https://donaticranes.com/sites/default/files/2025-02/ISO%2027001%20Certification%20Konecranes%20(1).pdf"",""type"":""document"",""title"":""Certificate ISO 27001 - Konecranes""},{""url"":""https://donaticranes.com/sites/default/files/media/documents/ISO_14001-ENG-212277-2016-AE-ITA-ACCREDIA-4-20251213.pdf"",""type"":""document"",""title"":""Certificate ISO 14001 - 2026-12-30""},{""url"":""https://donaticranes.com/sites/default/files/donati_home_block/files/ISO_45001-ENG-2028-07.pdf"",""type"":""document"",""title"":""Certificate ISO 45001 - 2028-07-03""},{""url"":""https://donaticranes.com/sites/default/files/2025-02/ISO-9001-192675-2015-AQ-ITA-ACCREDIA-3-en-US-20211216-20211216110815.pdf"",""type"":""document"",""title"":""Certificate ISO 9001 - 2024-12-29""}]","[{""url"":""https://donaticranes.com/sites/default/files/2025-02/3834_192674-2015-AQ-ITA-ACCREDIA_ENG-20221129.pdf"",""type"":""document"",""title"":""Certificate ISO 3834 - 2024-12-29"",""localPath"":""chainhoist_data\\media\\pdfs\\donati_donati-sollevamenti_document_0.pdf""},{""url"":""https://donaticranes.com/sites/default/files/2025-02/Certificato%20-%20CSA_C_US.pdf"",""type"":""document"",""title"":""Certificate CSA-C-US"",""localPath"":""chainhoist_data\\media\\pdfs\\donati_donati-sollevamenti_document_1.pdf""},{""url"":""https://donaticranes.com/sites/default/files/2025-02/ISO%2027001%20Certification%20Konecranes%20(1).pdf"",""type"":""document"",""title"":""Certificate ISO 27001 - Konecranes"",""localPath"":""chainhoist_data\\media\\pdfs\\donati_donati-sollevamenti_document_2.pdf""}]","[""Electric chain hoist"",""Yellow jib crane mounting system"",""Blue motor housing"",""Hook and chain lifting mechanism"",""Computer monitor display (possibly for control/monitoring)""]",true,"2026-01-16T08:21:35.516Z","claude",,,,
"ABUS Kransysteme","ABUCompact GMC",,"125 kg / 250 kg","stepless hoisting speed","0.18 kW","FEM groups 1Bm to 4m, CE","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gmc","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gmc",0.95,"abus-abucompact-gmc","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:23.779Z","2026-01-15T23:30:33.566Z",,,,,,"[""230 V / 1-phase""]","[""CE""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""careful movement of various goods""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",true,"2026-01-17T18:01:09.934Z",,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/992/abus_flyer_abucompact_gmc.pdf"",""type"":""document"",""title"":""ABUS Flyer ABUCompact GMC\n                                                                Download PDF (781.62 KB)""},{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/download/us/996/chain_hoist_abucompact_gmc_wood-processing_industry.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC wood-processing industry\n                                                                Download PDF (709.57 KB)""},{""url"":""https://www.abuscranes.com/download/us/994/chain_hoist_abucompact_gmc_construction_industry.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC construction industry\n                                                                Download PDF (728.86 KB)""},{""url"":""https://www.abuscranes.com/download/us/993/chain_hoist_abucompact_gmc_waste_water_%28mobile%29.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC waste water (mobile)\n                                                                Download PDF (738.41 KB)""},{""url"":""https://www.abuscranes.com/download/us/995/chain_hoist_abucompact_gmc_sewerage_%28stationary%29.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC sewerage (stationary)\n                                                                Download PDF (648.97 KB)""},{""url"":""https://www.abuscranes.com/download/us/997/chain_hoist_abucompact_gmc_warehousing.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC warehousing\n                                                                Download PDF (739.06 KB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/992/abus_flyer_abucompact_gmc.pdf"",""type"":""document"",""title"":""ABUS Flyer ABUCompact GMC\n                                                                Download PDF (781.62 KB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gmc_document_0.pdf""},{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gmc_document_1.pdf""},{""url"":""https://www.abuscranes.com/download/us/996/chain_hoist_abucompact_gmc_wood-processing_industry.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC wood-processing industry\n                                                                Download PDF (709.57 KB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gmc_document_2.pdf""}]",,true,"2026-01-16T08:14:27.541Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","s / ABUCompact GMC - Price enquiry",,"125 kg / 250 kg","stepless hoisting speed","0.18 kW","FEM groups 1Bm to 4m","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gmc/request","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gmc/request",0.95,"abus-s-abucompact-gmc-price-enquiry","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:30.005Z","2026-01-15T23:30:33.566Z",,,,,,"[""230 V / 1-phase""]","[""CE""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""careful movement of various goods""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",,,,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/992/abus_flyer_abucompact_gmc.pdf"",""type"":""document"",""title"":""ABUS Flyer ABUCompact GMC\n                                                                Download PDF (781.62 KB)""},{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/download/us/996/chain_hoist_abucompact_gmc_wood-processing_industry.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC wood-processing industry\n                                                                Download PDF (709.57 KB)""},{""url"":""https://www.abuscranes.com/download/us/994/chain_hoist_abucompact_gmc_construction_industry.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC construction industry\n                                                                Download PDF (728.86 KB)""},{""url"":""https://www.abuscranes.com/download/us/993/chain_hoist_abucompact_gmc_waste_water_%28mobile%29.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC waste water (mobile)\n                                                                Download PDF (738.41 KB)""},{""url"":""https://www.abuscranes.com/download/us/995/chain_hoist_abucompact_gmc_sewerage_%28stationary%29.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC sewerage (stationary)\n                                                                Download PDF (648.97 KB)""},{""url"":""https://www.abuscranes.com/download/us/997/chain_hoist_abucompact_gmc_warehousing.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC warehousing\n                                                                Download PDF (739.06 KB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/992/abus_flyer_abucompact_gmc.pdf"",""type"":""document"",""title"":""ABUS Flyer ABUCompact GMC\n                                                                Download PDF (781.62 KB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gmc-price-enquiry_document_0.pdf""},{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gmc-price-enquiry_document_1.pdf""},{""url"":""https://www.abuscranes.com/download/us/996/chain_hoist_abucompact_gmc_wood-processing_industry.pdf"",""type"":""document"",""title"":""Chain hoist ABUCompact GMC wood-processing industry\n                                                                Download PDF (709.57 KB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gmc-price-enquiry_document_2.pdf""}]",,true,"2026-01-16T08:14:32.516Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","ABUCompact GM2",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","0.25 kW","FEM groups 1Bm to 4m, CE, EU directives compliance, DGUV Regulation 54, FEM 9.511, FEM 9.755, DIN 15020","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm2","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm2",0.95,"abus-abucompact-gm2","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:34.672Z","2026-01-15T23:30:33.566Z",,"[""motorPower"",""dutyCycle"",""weight"",""dimensions"",""noiseLevel"",""brakeType"",""chainSpecification"",""operatingTemperature""]","FEM groups up to 4m","Not specified","Not specified","[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)","Not specified","DC disk brake with asbestos-free brake linings","High-strength, galvanized profile steel chain","Not specified","[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",true,"2026-01-17T18:01:09.935Z",,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm2_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm2_document_1.pdf""}]",,true,"2026-01-16T08:14:36.367Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","s / ABUCompact GM2 - Price enquiry",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","0.25 kW","FEM groups 1Bm to 4m","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm2/request","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm2/request",0.95,"abus-s-abucompact-gm2-price-enquiry","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:38.698Z","2026-01-15T23:30:33.566Z",,,,,,"[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",,,,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gm2-price-enquiry_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gm2-price-enquiry_document_1.pdf""}]",,true,"2026-01-16T08:14:40.591Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","ABUCompact GM4",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","0.55 kW","FEM groups 1Bm to 4m","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm4","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm4",0.95,"abus-abucompact-gm4","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:42.735Z","2026-01-15T23:30:33.566Z",,,,,,"[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",,,,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm4_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm4_document_1.pdf""}]",,true,"2026-01-16T08:14:44.715Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","s / ABUCompact GM4 - Price enquiry",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","0.55 kW","FEM groups 1Bm to 4m","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm4/request","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm4/request",0.95,"abus-s-abucompact-gm4-price-enquiry","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:47.017Z","2026-01-15T23:30:33.566Z",,,,,,"[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",,,,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gm4-price-enquiry_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gm4-price-enquiry_document_1.pdf""}]",,true,"2026-01-16T08:14:48.985Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","ABUCompact GM6",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","1.1 kW","FEM groups 1Bm to 4m","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm6","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm6",0.95,"abus-abucompact-gm6","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:51.142Z","2026-01-15T23:30:33.566Z",,,,,,"[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",,,,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm6_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm6_document_1.pdf""}]",,true,"2026-01-16T08:14:53.241Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","s / ABUCompact GM6 - Price enquiry",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","1.1 kW","FEM groups 1Bm to 4m","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm6/request","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm6/request",0.95,"abus-s-abucompact-gm6-price-enquiry","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:55.557Z","2026-01-15T23:30:33.566Z",,,,,,"[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)",,,,,"[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",,,,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gm6-price-enquiry_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_s-abucompact-gm6-price-enquiry_document_1.pdf""}]",,true,"2026-01-16T08:14:57.468Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
"ABUS Kransysteme","ABUCompact GM8",,"80 kg to 4000 kg (GM2-GM8), 125 kg to 250 kg (GMC)","3 m/min to 20 m/min (main lift), infinitely variable (GMC)","2.2 kW","FEM groups 1Bm to 4m, CE, EU directives compliance, DGUV Regulation 54, FEM 9.511, FEM 9.755, DIN 15020","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm8","https://www.abuscranes.com/hoists/electric-chain-hoists/abucompact-gm8",0.95,"abus-abucompact-gm8","2026-01-16T08:15:03.398Z",,,"","","2026-01-16T08:14:59.634Z","2026-01-15T23:30:33.566Z",,"[""motorPower"",""dutyCycle"",""weight"",""dimensions"",""noiseLevel"",""brakeType"",""chainSpecification"",""operatingTemperature""]","FEM groups up to 4m","Not specified","Not specified","[""3-phase AC 380-415V 50Hz (GM2-GM8)"",""Single-phase AC 230V 50Hz (GMC)""]","[""CE"",""EU directives compliance"",""DGUV Regulation 54""]","IP 55 (GM2-GM8), IP 21 (GMC hoist), IP 65 (pendant control)","Not specified","DC disk brake with asbestos-free brake linings","High-strength, galvanized profile steel chain","Not specified","[""General lifting"",""Material handling"",""Assembly operations"",""Precision positioning""]","{""overloadProtection"":true,""upperLimitSwitch"":true,""lowerLimitSwitch"":true,""emergencyStop"":true,""slipClutch"":true}",true,"2026-01-17T18:01:09.935Z",,,"{}",,"[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.abuscranes.com/download/us/89/abus_electric_chain_hoists_%28abucompact%29.pdf"",""type"":""document"",""title"":""ABUS Electric chain hoists (ABUCompact)\n                                                                Download PDF (3.54 MB)"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm8_document_0.pdf""},{""url"":""https://www.abuscranes.com/downloads"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\abus_abucompact-gm8_document_1.pdf""}]",,true,"2026-01-16T08:15:01.391Z","claude","ABUS overhead travelling cranes lift loads of up to 120 t.",,,
